Os01g0100100	AK242339
Os11g0529550	EU966441
Os11g0529800	ab
Os11g0529833	BT063109
Os11g0529900	AK363645
Os11g0530600	AK067810
Os11g0530650	BT063109
Os11g0530700	AK105202
Os11g0531300	AK105999
Os11g0531700	AK059751
Os11g0531700	AK099204
Os11g0531800	AK058678
Os11g0532000	AK064658
Os11g0532200	AK121834
Os11g0532600	AK060253
Os11g0532751	ab
Os11g0532900	AK064658
Os11g0533000	ab
Os11g0533100	AK120240
Os11g0533400	AK063652
Os11g0533500	AK121431
Os11g0533500	AK064987
Os11g0533550	X82510
Os11g0533600	AK109738
Os11g0533800	AK069909
Os11g0534100	BT066546
Os11g0534300	AK069995
Os11g0534500	ab
Os11g0535525	AK242313
Os11g0535600	AK100890
Os11g0536000	AK241446
Os11g0536400	BT087004
Os11g0536800	AK102704
Os11g0536800	AK059236
Os11g0537300	AK243486
Os11g0537350	EU960475
Os11g0537375	tplb0025i04
Os11g0537400	AK063113
Os11g0537900	AK107113
Os11g0538400	AK109924
Os11g0538900	AK072950
Os11g0539000	AK071015
Os11g0539200	AK071574
Os11g0539500	tplb0052o04
Os11g0539600	ab
Os11g0539700	EU961725
Os11g0539800	AK105673
Os11g0539901	AK058394
Os11g0540000	ab
Os11g0540100	AK102913
Os11g0540500	ab
Os11g0540600	AK065177
Os11g0540700	FP099414
Os11g0540800	BT041766
Os11g0540900	AK359512
Os11g0541200	ab
Os11g0541400	FP099414
Os11g0541600	AK359501
Os11g0542100	AK241433
Os11g0542800	AK241205
Os11g0543100	AK108274
Os11g0543300	BT041766
Os11g0543500	AK072076
Os11g0543600	AK109206
Os11g0543650	CT835689
Os11g0543800	AK058944
Os11g0543900	AK107059
Os11g0544000	AK071393
Os11g0544000	AK066017
Os11g0544100	AK376735
Os11g0544150	ab
Os11g0544200	AK108139
Os11g0544200	AK120528
Os11g0544200	AK060692
Os11g0544300	AK242747
Os11g0544500	AK071982
Os11g0544500	AK099080
Os11g0544600	AK064128
Os11g0544600	AK108583
Os11g0544700	AK072844
Os11g0544800	AK064895
Os11g0544866	AK288575
Os11g0544900	ab
Os11g0545000	AK100607
Os11g0545000	AK063297
Os11g0545000	AK058871
Os11g0545300	AK065551
Os11g0545300	AK099478
Os11g0545600	AK105069
Os11g0545600	AK099810
Os11g0545600	AK068797
Os11g0545650	AK359029
Os11g0545700	AK058845
Os11g0545800	AK073687
Os11g0546000	AK103366
Os11g0546000	AK102362
Os11g0546100	AK068611
Os11g0546150	tplb0043d02
Os11g0546200	AK241788
Os11g0546300	AK121962
Os11g0546401	CT841800
Os11g0546500	AK374683
Os11g0546600	CT835705
Os11g0546750	EU975106
Os11g0546900	AK101580
Os11g0547000	AK100677
Os11g0547000	AK065369
Os11g0547800	AK377163
Os11g0548600	AK360874
Os11g0549300	FP096992
Os11g0549401	DQ434846
Os11g0549469	FP096127
Os11g0549537	EU970725
Os11g0549605	ab
Os11g0549610	ab
Os11g0549615	AK069660
Os11g0549620	AK061321
Os11g0549635	BT064100
Os11g0549650	AK365583
Os11g0549655	AK241350
Os11g0549665	AK072644
Os11g0549665	AK106162
Os11g0549665	AK061644
Os11g0549667	EU949846
Os11g0549670	AK120993
Os11g0549675	AK121457
Os11g0549680	AK121354
Os11g0549686	BT064100
Os11g0549690	AK242764
Os11g0549695	AK060533
Os11g0549700	AK072007
Os11g0549900	AK242473
Os11g0550100	AK103015
Os11g0550300	AK103228
Os11g0550500	AK067546
Os11g0550800	AK066323
Os11g0550900	AK106291
Os11g0551350	AK243665
Os11g0551800	AK061812
Os11g0551900	AK103055
Os11g0552000	AK287462
Os11g0552100	AK103468
Os11g0552100	AK064026
Os11g0552500	FP092942
Os11g0552600	AK106372
Os11g0553500	ab
Os11g0553666	tplb0032f19
Os11g0553832	AK372466
Os11g0554000	AK241906
Os11g0554200	AK106479
Os11g0555300	ab
Os11g0555600	AK102853
Os11g0555866	tplb0032f19
Os11g0556132	tplb0032f19
Os11g0556400	ab
Os11g0556433	tplb0032f19
Os11g0556466	CT835696
Os11g0556733	tplb0032f19
Os11g0557000	AK062316
Os11g0557300	AK120782
Os11g0557400	AK107221
Os11g0557500	ab
Os11g0557600	X06284
Os11g0557700	AK071694
Os11g0557700	AK107593
Os11g0557800	AK111347
Os11g0557900	AK063232
Os11g0558100	EU975848
Os11g0558200	AK110844
Os11g0558300	AK109777
Os11g0558350	AK241414
Os11g0558400	ab
Os11g0558500	AK287471
Os11g0558500	AK073090
Os11g0558566	AK062794
Os11g0558900	AK119422
Os11g0559200	ab
Os11g0559366	BT009298
Os11g0559533	AK241137
Os11g0559600	AK064906
Os11g0560033	BT062527
Os11g0560366	FP095358
Os11g0560900	X79130
Os11g0561100	AK119422
Os11g0562100	AK067451
Os11g0562100	AK099950
Os11g0562266	BT086332
Os11g0562432	EU941715
Os11g0562600	AK062668
Os11g0564800	AK120272
Os11g0564900	ab
Os11g0565000	AK241152
Os11g0565300	ab
Os11g0565400	AK065292
Os11g0565920	AK357898
Os11g0566800	AK061132
Os11g0567200	EU966441
Os11g0567600	AK065598
Os11g0567800	AK065753
Os11g0567900	AK242731
Os11g0568300	AK103282
Os11g0568401	BT018920
Os11g0568500	AK059656
Os11g0568600	AK121732
Os11g0568600	AK119932
Os11g0568633	AK363235
Os11g0568666	AK288955
Os11g0568700	AK121332
Os11g0568700	AK099671
Os11g0568800	ab
Os11g0568950	BT009298
Os11g0569300	ab
Os11g0569400	BT009298
Os11g0569500	AK102251
Os11g0569600	AK111589
Os11g0569733	ab
Os11g0569800	AK103869
Os11g0570000	AK111751
Os11g0570400	AK070108
Os11g0570825	EU943103
Os11g0571900	AK073940
Os11g0572100	AK070564
Os11g0572100	AK101875
Os11g0572100	AK102991
Os11g0572100	AK060194
Os11g0572200	AK109785
Os11g0572301	AK243461
Os11g0572400	AK101277
Os11g0572500	AK068493
Os11g0572500	AK104853
Os11g0572700	EF417892
Os11g0572800	AK068220
Os11g0572900	EU943061
Os11g0573000	AK067123
Os11g0573000	AK059481
Os11g0573100	ab
Os11g0573200	AK059001
Os11g0573350	BT040991
Os11g0573800	AK121330
Os11g0573900	AK064591
Os11g0574200	EU949499
Os11g0574233	EU951497
Os11g0574333	AK240905
Os11g0574400	ab
Os11g0574500	ab
Os11g0574725	ab
Os11g0575200	AK364284
Os11g0575500	EU962891
Os11g0575600	AK073570
Os11g0575900	AK243391
Os11g0576100	ab
Os11g0576400	ab
Os11g0576900	AK072935
Os11g0576975	CU861710
Os11g0577300	ab
Os11g0577350	ab
Os11g0577650	BT018588
Os11g0577675	BT019283
Os11g0577700	AK242830
Os11g0577800	BT039698
Os11g0577866	BT019195
Os11g0578000	EU947707
Os11g0578033	AK289143
Os11g0578066	AK288990
Os11g0578100	AK363628
Os11g0578225	EU951497
Os11g0578250	EU951497
Os11g0578375	EU951497
Os11g0578500	AK121330
Os11g0578700	AK102056
Os11g0579000	AK110896
Os11g0579100	AK100243
Os11g0579200	AK108054
Os11g0579300	AK073869
Os11g0579400	AK064468
Os11g0579400	AK064585
Os11g0579600	AK106009
Os11g0579700	AK107579
Os11g0579800	AK121986
Os11g0579900	AK102366
Os11g0580000	AK121905
Os11g0580500	ab
Os11g0580800	AK059555
Os11g0581700	AK242600
Os11g0581900	AK069449
Os11g0582000	ab
Os11g0582100	AK068669
Os11g0582300	AK065661
Os11g0582300	AK100485
Os11g0582400	AK073083
Os11g0582500	AK064672
Os11g0582700	AK103872
Os11g0582801	CT835632
Os11g0583200	AK288831
Os11g0583250	AK289035
Os11g0583300	ab
Os11g0584100	AK106960
Os11g0584100	AK069971
Os11g0584200	CT835637
Os11g0585100	AK107496
Os11g0585200	AK109198
Os11g0585700	AK069751
Os11g0585900	AK070793
Os11g0586001	A3CCP9
Os11g0586100	AK108746
Os11g0586200	FP097313
Os11g0586300	AK072257
Os11g0586300	AK104054
Os11g0586825	BT043456
Os11g0586900	AK058229
Os11g0586900	AK071632
Os11g0587000	AK240965
Os11g0587100	BT062003
Os11g0587300	tplb0007h15
Os11g0587500	AK065976
Os11g0587550	tplb0038o07
Os11g0587600	AK121517
Os11g0588100	BT038560
Os11g0588300	AK060166
Os11g0588300	AK104738
Os11g0588400	AK066872
Os11g0588400	AK070352
Os11g0588600	AK066312
Os11g0588766	FP092107
Os11g0589600	AK335623
Os11g0589800	AK334739
Os11g0590400	ab
Os11g0590700	AK066717
Os11g0590900	ab
Os11g0591000	AK240970
Os11g0591100	AK102348
Os11g0591200	AK120567
Os11g0591300	tplb0030b11
Os11g0591400	AK062944
Os11g0591550	ab
Os11g0591700	BT039911
Os11g0591800	AK243507
Os11g0592000	AK121059
Os11g0592100	AK063234
Os11g0592200	AK121127
Os11g0592300	AK110778
Os11g0592350	P0C408
Os11g0592375	tplb0045k10
Os11g0592400	AK358981
Os11g0592500	AK067078
Os11g0592500	AK068168
Os11g0592550	tplb0061j05
Os11g0592600	AK068548
Os11g0592700	FP093820
Os11g0592800	AK066319
Os11g0592850	EU950243
Os11g0592900	AK241682
Os11g0593000	AK243286
Os11g0593100	AK070035
Os11g0593500	AK107550
Os11g0593600	AK071707
Os11g0593700	AK106617
Os11g0593900	AK241766
Os11g0594000	AK243302
Os11g0594200	AK112063
Os11g0594400	AK110886
Os11g0594500	ab
Os11g0594600	EU965506
Os11g0594700	AK372509
Os11g0594800	AK240702
Os11g0594900	CT835634
Os11g0595000	AK357140
Os11g0595100	AK101215
Os11g0595200	AK106159
Os11g0595400	DQ836359
Os11g0596000	AK288199
Os11g0596200	ab
Os11g0596250	AK243140
Os11g0597400	ab
Os11g0597500	ab
Os11g0597601	AK242882
Os11g0597700	AK067694
Os11g0598000	AK106009
Os11g0598200	AK240717
Os11g0598300	tplb0004n13
Os11g0598500	ab
Os11g0598700	AK241726
Os11g0598800	AK101994
Os11g0598850	EU949846
Os11g0598900	EU974990
Os11g0599000	ab
Os11g0599100	AK288952
Os11g0599101	AK287852
Os11g0599200	AK100744
Os11g0599400	EU969963
Os11g0599466	AK288345
Os11g0599500	BT062251
Os11g0600301	AK241896
Os11g0600500	ab
Os11g0600600	AK110531
Os11g0600700	AK071098
Os11g0600700	AK061258
Os11g0600900	AK110698
Os11g0601300	tplb0023l14
Os11g0601500	AK363159
Os11g0601600	AK121243
Os11g0601650	tplb0038j22
Os11g0601700	AK068017
Os11g0601950	AK240731
Os11g0602200	AK102379
Os11g0602200	AK059336
Os11g0602300	AK103473
Os11g0602400	AK061077
Os11g0602500	EU964342
Os11g0602550	BT016876
Os11g0602600	AK104660
Os11g0602701	BT016876
Os11g0602750	AK242657
Os11g0602800	AK070903
Os11g0602900	AK068821
Os11g0602900	AK059904
Os11g0603000	AK111303
Os11g0603100	ab
Os11g0603200	AK120191
Os11g0603200	AK059060
Os11g0604100	EU970921
Os11g0604500	AK109280
Os11g0604600	AK102376
Os11g0604600	AK061397
Os11g0604700	CT837501
Os11g0604900	ab
Os11g0605100	AK065824
Os11g0605200	ab
Os11g0605300	AK069391
Os11g0605500	AK243510
Os11g0605600	ab
Os11g0605800	AK106619
Os11g0605900	AK119331
Os11g0606001	CT837831
Os11g0606100	AK109636
Os11g0606200	AK106459
Os11g0606300	AK241909
Os11g0606400	AK066515
Os11g0606500	AK065351
Os11g0606600	AK105448
Os11g0606800	AK369048
Os11g0606900	ab
Os11g0607000	AK073861
Os11g0607100	AK067872
Os11g0607200	AK111536
Os11g0607200	AK111998
Os11g0607900	AK241609
Os11g0608000	AK068694
Os11g0608300	AK243235
Os11g0608500	tplb0060i13
Os11g0608700	tplb0046e02
Os11g0609500	AK243516
Os11g0609600	AK072443
Os11g0609650	EU943375
Os11g0609700	AK361342
Os11g0609760	FP099851
Os11g0610000	AK371254
Os11g0610120	FP099851
Os11g0610600	BT055245
Os11g0610650	BT064098
Os11g0610700	AK099760
Os11g0610900	AK106831
Os11g0610900	AK100567
Os11g0611100	CT835690
Os11g0611600	CT834275
Os11g0612950	AK249194
Os11g0613950	DQ246094
Os11g0614400	AK058531
Os11g0614500	AK109768
Os11g0614500	AK067827
Os11g0614800	CT835628
Os11g0614900	AK072924
Os11g0615000	AK062893
Os11g0615100	AK069228
Os11g0615200	AK241971
Os11g0615250	FP098848
Os11g0615300	CT835636
Os11g0615350	ab
Os11g0615550	EU949846
Os11g0615600	AK107101
Os11g0615700	AK103487
Os11g0615700	AK059521
Os11g0615750	BT019190
Os11g0615800	AB080262
Os11g0615900	AK063272
Os11g0616100	ab
Os11g0616200	AK069189
Os11g0616200	AK058716
Os11g0616300	AK103590
Os11g0616700	CU406277
Os11g0616900	AK066199
Os11g0616900	AK102824
Os11g0617532	AK288671
Os11g0617700	ab
Os11g0617800	AK062778
Os11g0618300	AK242189
Os11g0618500	AK099744
Os11g0618500	AK068193
Os11g0618600	ab
Os11g0618700	AK240898
Os11g0618800	ab
Os11g0618850	ab
Os11g0619000	AK071396
Os11g0619500	ab
Os11g0619800	AK107437
Os11g0620000	AK106677
Os11g0620100	AK120437
Os11g0620100	AK060913
Os11g0620150	AK107324
Os11g0620300	AK107901
Os11g0620400	AK068224
Os11g0620400	AK120270
Os11g0620450	tplb0045g05
Os11g0620500	AK120965
Os11g0620800	ab
Os11g0621000	AK106377
Os11g0621000	AK099685
Os11g0621200	AK062753
Os11g0621300	tplb0004m20
Os11g0621400	AK062468
Os11g0621500	AK068037
Os11g0621500	AK059265
Os11g0621825	ab
Os11g0622150	EU972340
Os11g0622200	AK111148
Os11g0622600	AK374230
Os11g0622700	tplb0028g09
Os11g0622800	Q2R114
Os11g0623200	ab
Os11g0623601	BT016982
Os11g0623650	BT065526
Os11g0623700	AK063799
Os11g0623800	EU685838
Os11g0624400	AK070535
Os11g0625400	Q2R0Z3
Os11g0625700	AK063012
Os11g0625801	AK242125
Os11g0625802	AK288996
Os11g0625900	AK065195
Os11g0626700	AK072169
Os11g0626700	AK120168
Os11g0628000	AK369273
Os11g0628101	EU945475
Os11g0629100	AK357472
Os11g0629150	AK361068
Os11g0629200	AK065196
Os11g0629300	AK120485
Os11g0629400	AK099444
Os11g0629500	AK072665
Os11g0629550	CT835674
Os11g0629566	tplb0040n12
Os11g0629582	ab
Os11g0629600	AK119302
Os11g0629600	AK105472
Os11g0629900	AK288199
Os11g0630300	AK066681
Os11g0630501	ab
Os11g0630700	EU961926
Os11g0630900	AK107482
Os11g0631100	EU961926
Os11g0631400	ab
Os11g0631450	AK288488
Os11g0631600	ab
Os11g0631800	AK108129
Os11g0631825	AK288468
Os11g0631900	AK107071
Os11g0632200	AK102163
Os11g0633500	AK066215
Os11g0633600	AK111279
Os11g0633800	AK099786
Os11g0634200	AK066700
Os11g0634350	AK241817
Os11g0634500	CU406827
Os11g0634700	ab
Os11g0634800	FP100205
Os11g0634902	AK241117
Os11g0635000	AK071927
Os11g0635300	CT828216
Os11g0635400	tplb0024g24
Os11g0635500	AK067543
Os11g0636050	AK241146
Os11g0636600	AK107824
Os11g0636600	AK062375
Os11g0636900	AK059255
Os11g0636900	AK073768
Os11g0637000	AK119762
Os11g0637050	tplb0043f10
Os11g0637100	AK376038
Os11g0637166	AK288732
Os11g0637200	AK106745
Os11g0637300	ab
Os11g0637501	CU861741
Os11g0637600	tplb0010f15
Os11g0637700	AK105751
Os11g0637700	AK070544
Os11g0637700	AK071789
Os11g0637800	AK242785
Os11g0637900	EU941530
Os11g0638000	AK069539
Os11g0638000	AK058866
Os11g0638200	AY224587
Os11g0638700	ab
Os11g0638802	EU972810
Os11g0638900	AK062181
Os11g0639000	AK331594
Os11g0639100	EF532592
Os11g0639300	AK102044
Os11g0639400	AK107778
Os11g0639600	AK100303
Os11g0639600	AK066498
Os11g0639850	EU975382
Os11g0640000	ab
Os11g0640300	AK121159
Os11g0640300	AK101623
Os11g0640500	ab
Os11g0640600	AB017914
Os11g0640800	AK288758
Os11g0641200	AK241553
Os11g0641300	EU964963
Os11g0641500	AK103094
Os11g0641800	AK066963
Os11g0642100	AK107010
Os11g0642400	AK241399
Os11g0642800	AK068792
Os11g0642900	AK108810
Os11g0643100	AK061327
Os11g0643400	BT068717
Os11g0643600	ab
Os11g0643700	AK242977
Os11g0643800	AK241728
Os11g0644000	AK376779
Os11g0644100	AK331851
Os11g0644500	AK241673
Os11g0644600	tplb0008h18
Os11g0644650	AK119964
Os11g0644700	AK062734
Os11g0644800	ab
Os11g0644900	AK242623
Os11g0645200	AK241876
Os11g0645301	EU948701
Os11g0645400	AK062126
Os11g0645600	AK062865
Os11g0645800	ab
Os11g0645886	tplb0004n13
Os11g0645972	BT085076
Os11g0646300	ab
Os11g0646450	BT085076
Os11g0646801	BT085076
Os11g0647866	ab
Os11g0648000	AK066444
Os11g0648000	AK072026
Os11g0648100	AK071093
Os11g0648400	AK073033
Os11g0648700	AK106845
Os11g0648800	AK242934
Os11g0649000	ab
Os11g0649300	AK242598
Os11g0649400	AK287600
Os11g0649500	ab
Os11g0649600	AK060103
Os11g0649700	AK059842
Os11g0649801	FP092295
Os11g0649900	AK362164
Os11g0650500	CT835645
Os11g0650600	FP091693
Os11g0650700	AK354709
Os11g0651166	AK368807
Os11g0652100	AK103061
Os11g0652600	AK241306
Os11g0652900	ab
Os11g0653300	AK119392
Os11g0654000	AK103545
Os11g0654000	AK064403
Os11g0654100	AK241540
Os11g0654400	AK363933
Os11g0654800	AK119407
Os11g0655000	AK103150
Os11g0655100	AK063746
Os11g0655200	AK242963
Os11g0655300	AK074002
Os11g0655700	AK362659
Os11g0655800	AK099612
Os11g0655900	AK108017
Os11g0656000	AK249683
Os11g0656100	AK063020
Os11g0656201	AK062878
Os11g0656400	Q2R073
Os11g0656500	AK072370
Os11g0656601	AK062878
Os11g0656700	Q0IRB0
Os11g0657000	AK103782
Os11g0657050	tplb0031a05
Os11g0657100	AK066354
Os11g0657200	AK059959
Os11g0657300	AK062752
Os11g0657400	tplb0004p13
Os11g0657700	AK252273
Os11g0657850	AK318543
Os11g0657900	AK371810
Os11g0658700	AK373111
Os11g0658800	AK065526
Os11g0658900	AK242974
Os11g0658950	BT084199
Os11g0659200	FP098799
Os11g0659400	AK067055
Os11g0659450	CU406921
Os11g0659500	AK068543
Os11g0659600	AK107017
Os11g0659700	BT037782
Os11g0660000	AK066709
Os11g0660300	AK109657
Os11g0660400	AK101516
Os11g0660400	AK068481
Os11g0660500	AK105453
Os11g0660700	AK063723
Os11g0661000	AK071786
Os11g0661000	AK066047
Os11g0661000	AK063050
Os11g0661101	AK287691
Os11g0661200	AK069534
Os11g0661300	AK064725
Os11g0661350	BT086700
Os11g0661400	AK063910
Os11g0661600	AK108713
Os11g0661700	BT085962
Os11g0661800	AK107024
Os11g0661900	AK064062
Os11g0662100	CT836139
Os11g0662950	BT087019
Os11g0663100	ab
Os11g0663900	EU955852
Os11g0664000	AK242558
Os11g0664100	ab
Os11g0664133	ab
Os11g0664400	ab
Os11g0664500	AK242920
Os11g0664800	ab
Os11g0665600	ab
Os11g0665950	AK241814
Os11g0666000	AK105379
Os11g0666100	AK109326
Os11g0666200	ab
Os11g0666300	AK365494
Os11g0667000	AK335447
Os11g0667400	ab
Os11g0667700	AK105217
Os11g0668100	AK360543
Os11g0668300	ab
Os11g0668650	AK243171
Os11g0668700	AK289061
Os11g0669100	AK068628
Os11g0669200	ab
Os11g0670100	EU955374
Os11g0670700	CT835662
Os11g0670800	BT034584
Os11g0670900	AK108290
Os11g0671000	AK060981
Os11g0671100	AK111295
Os11g0671600	AK288199
Os11g0671650	AK289109
Os11g0671950	ab
Os11g0672200	AK107783
Os11g0672300	AK066296
Os11g0672400	ab
Os11g0672600	AK119365
Os11g0672700	AK101124
Os11g0672800	AK106728
Os11g0672900	AK105350
Os11g0673000	AK364496
Os11g0673100	AK068515
Os11g0673150	BT018978
Os11g0673200	AK288359
Os11g0673400	EU947114
Os11g0673600	ab
Os11g0673900	EU685838
Os11g0674400	ab
Os11g0674932	FP101581
Os11g0675200	ab
Os11g0676050	ab
Os11g0676100	ab
Os11g0676200	EU685838
Os11g0676500	ab
Os11g0676650	FP095690
Os11g0676800	ab
Os11g0677000	ab
Os11g0677050	AK064454
Os11g0677101	ab
Os11g0677400	AK069580
Os11g0677425	EU943208
Os11g0677500	EU943208
Os11g0678000	AK318586
Os11g0678100	tplb0053f17
Os11g0678200	AK108189
Os11g0678301	CT836567
Os11g0678400	EF155648
Os11g0679000	FP091693
Os11g0679700	AK120619
Os11g0679900	AK064550
Os11g0680200	ab
Os11g0680500	BT087207
Os11g0680800	AK252273
Os11g0681300	AK375756
Os11g0681400	AK362681
Os11g0682000	AK241956
Os11g0682300	AK066311
Os11g0682501	AB325481
Os11g0682600	AK242652
Os11g0683500	AK067619
Os11g0683500	AK119461
Os11g0683600	EU962953
Os11g0683700	AK072863
Os11g0683800	AK100871
Os11g0683800	AK070275
Os11g0684000	AK069082
Os11g0684100	AK121102
Os11g0684100	AK066053
Os11g0684400	tplb0061j05
Os11g0684700	AK287819
Os11g0685100	AK103056
Os11g0685200	AK119268
Os11g0685300	AK108918
Os11g0685400	AK066260
Os11g0685500	tplb0061j05
Os11g0685600	ab
Os11g0685700	DQ863106
Os11g0686100	AK105797
Os11g0686100	AK110864
Os11g0686250	FP101349
Os11g0686400	AK369350
Os11g0686450	tplb0061j05
Os11g0686500	AK066559
Os11g0686900	ab
Os11g0687001	tplb0021d08
Os11g0687100	AK065631
Os11g0687200	AK107174
Os11g0687200	AK070289
Os11g0687200	AK289154
Os11g0687800	AK103221
Os11g0687800	AK068269
Os11g0687900	AK103659
Os11g0688000	ab
Os11g0688200	AK119394
Os11g0688832	AB510262
Os11g0689000	AK067598
Os11g0689100	AK073759
Os11g0689100	AK108692
Os11g0689300	AK069979
Os11g0689300	AK071439
Os11g0689400	CT835640
Os11g0689500	AK242805
Os11g0689650	tplb0033p11
Os11g0689800	AK119600
Os11g0690066	AF327447
Os11g0690154	tplb0049o19
Os11g0690332	ab
Os11g0690466	tplb0049o19
Os11g0690866	AK288762
Os11g0691050	tplb0049o19
Os11g0691100	ab
Os11g0691190	AK249909
Os11g0691280	ab
Os11g0691300	BT060988
Os11g0691400	ab
Os11g0691500	ab
Os11g0691600	AK243129
Os11g0691650	ab
Os11g0691700	AK059600
Os11g0691800	AK241618
Os11g0692000	AK068182
Os11g0692400	AK241972
Os11g0692500	AK242422
Os11g0693750	tplb0049o19
Os11g0693800	AK061978
Os11g0693900	AK242861
Os11g0694100	AK243536
Os11g0694125	tplb0044f04
Os11g0694150	AK288987
Os11g0694500	AK109810
Os11g0695000	AK242422
Os11g0695400	AK288485
Os11g0695800	AK111652
Os11g0695900	AK101888
Os11g0695975	AK066501
Os11g0696200	AK069911
Os11g0696400	BT086157
Os11g0696501	tplb0030f15
Os11g0696600	AK073119
Os11g0696750	EU947769
Os11g0696900	AK241130
Os11g0697001	AK288861
Os11g0697100	AK067885
Os11g0697350	AK241561
Os11g0697600	CT841618
Os11g0698567	AK241561
Os11g0699532	CT841618
Os11g0700100	AK108571
Os11g0700500	AK111626
Os11g0700900	AK067962
Os11g0700900	AK073757
Os11g0701000	AK103295
Os11g0701100	AK064356
Os11g0701100	AK102731
Os11g0701200	AK073800
Os11g0701400	AK106319
Os11g0701500	AK058882
Os11g0701600	AB027426
Os11g0701700	AK101544
Os11g0701700	AK120581
Os11g0701800	AK102862
Os11g0701900	AK064281
Os11g0702000	AK106678
Os11g0702100	AK102505
Os11g0702200	AK101155
Os11g0702250	AK243307
Os11g0702300	ab
Os11g0702400	AK062491
Os11g0702501	AK100220
Os11g0702600	AK068568
Os11g0702700	AK064388
Os11g0702700	AK099346
Os11g0702900	AK109008
Os11g0703000	AK108011
Os11g0703100	AK243460
Os11g0703400	AK073930
Os11g0703400	AK061167
Os11g0703500	AK062888
Os11g0703600	AK060355
Os11g0703600	AK060197
Os11g0703600	AK073953
Os11g0703900	AK065431
Os11g0703900	AK119710
Os11g0704000	CT835631
Os11g0704100	AK335771
Os11g0704300	AK101431
Os11g0704300	AK105431
Os11g0704500	AK119726
Os11g0704525	EF558903
Os11g0704550	AK243169
Os11g0704600	AK102883
Os11g0704600	AK059271
Os11g0704600	AK100931
Os11g0704700	AK102518
Os11g0704800	AK109134
Os11g0705200	AK102199
Os11g0705900	AK063519
Os11g0706100	AK070611
Os11g0706100	AK102439
Os11g0706100	AK120985
Os11g0706200	ab
Os11g0706600	Q53MB8
Os11g0706700	EU967040
Os11g0706801	Q53MB7
Os11g0707000	AK104332
Os11g0707000	AK119513
Os11g0707000	AK060841
Os11g0707000	AK058310
Os11g0707050	ab
Os11g0707100	DQ984669
Os11g0707300	AJ577365
Os11g0707450	FP095164
Os11g0707600	AK060049
Os11g0707600	AK102938
Os11g0707700	AK064106
Os11g0707800	AK061318
Os11g0707900	AK105585
Os11g0707900	AK072181
Os11g0708000	AK120102
Os11g0708000	AK061560
Os11g0708100	AK060544
Os11g0708400	AK067429
Os11g0708400	AK062013
Os11g0708500	AK063409
Os11g0708600	AK072117
Os11g0708600	AK066096
Os11g0709000	AK241872
Os12g0100100	AK241396
Os12g0100100	AK068452
Os12g0100100	AK061492
Os12g0100200	AK369990
Os12g0100500	AK060331
Os12g0100700	AK287644
Os12g0101000	AK064386
Os12g0101000	AK058862
Os12g0101000	AK100957
Os12g0101600	AM490243
Os12g0101800	AK065596
Os12g0101800	AK066816
Os12g0101901	EU949907
Os12g0102100	AK068187
Os12g0102100	AK059330
Os12g0102200	AK103950
Os12g0102300	AK242855
Os12g0102350	AK061799
Os12g0102400	AK103750
Os12g0102500	AK101189
Os12g0102500	AK120291
Os12g0102600	AK072365
Os12g0102700	AK119290
Os12g0102800	tplb0025h13
Os12g0102900	CT835558
Os12g0103000	AK068622
Os12g0103150	tplb0005f14
Os12g0103300	AK241781
Os12g0103500	ab
Os12g0103540	AK120008
Os12g0103580	ab
Os12g0104200	AK374938
Os12g0104250	AK288661
Os12g0104300	AK065998
Os12g0104300	AK107459
Os12g0104400	AK071185
Os12g0104700	AK067342
Os12g0104733	tplb0050e20
Os12g0104766	ab
