Os01g0100100	RabGAP/TBC_domain_containing_protein.
Os11g0251400	Ankyrin_repeat_domain_containing_protein.
Os11g0252400	Ankyrin_repeat_containing_protein.
Os11g0252400	Hypothetical_conserved_gene.
Os11g0253100	Ankyrin_repeat_domain_containing_protein.
Os11g0255200	Hypothetical_conserved_gene.
Os11g0255300	Cysteine_endopeptidase_(Cysteine_proteinase_(EC_3.4.22._)_rice).
Os11g0255500	Similar_to_Allyl_alcohol_dehydrogenase;_NADP_dependent oxidoreductase_like protein.
Os11g0255800	Conserved_hypothetical_protein.
Os11g0256000	Hypothetical_conserved_gene.
Os11g0256050	Hypothetical_conserved_gene.
Os11g0256100	Pentatricopeptide_repeat_domain_containing_protein.
Os11g0256200	Protein_of_unknown_function_DUF842,_eukaryotic_family_protein.
Os11g0256300	Zinc_finger,_GRF_type domain containing protein.
Os11g0256400	Zinc_finger,_SWIM_type domain containing protein.
Os11g0256600	Similar_to_Benzothiadiazole_induced S_adenosyl_L_methionine:salicylic acid carboxyl methyltransferase 1.
Os11g0256900	SAM_dependent_carboxyl_methyltransferase_family_protein.
Os11g0257700	Similar_to_SAM_dependent_carboxyl_methyltransferase.
Os11g0257800	Hypothetical_protein.
Os11g0257800	Conserved_hypothetical_protein.
Os11g0258400	Hypothetical_protein.
Os11g0258500	Disease_resistance_protein_domain_containing_protein.
Os11g0258700	Similar_to_Helix_loop_helix DNA_binding domain containing protein.
Os11g0258900	Conserved_hypothetical_protein.
Os11g0259700	Similar_to_SAM_dependent_carboxyl_methyltransferase_family_protein.
Os11g0260100	SAM_dependent_carboxyl_methyltransferase_family_protein.
Os11g0260200	Similar_to_Sulfotransferase_domain_containing_protein,_expressed.
Os11g0261300	Hypothetical_protein.
Os11g0261500	Hypothetical_conserved_gene.
Os11g0261600	Similar_to_Subtilisin_like serine proteinase.
Os11g0261900	Metallophosphoesterase_domain_containing_protein.
Os11g0262200	Hypothetical_conserved_gene.
Os11g0262500	Similar_to_F_box domain containing protein.
Os11g0262600	Conserved_hypothetical_protein.
Os11g0263000	Similar_to_Leucine_Rich_Repeat_family_protein,_expressed.
Os11g0264000	Cupredoxin_domain_containing_protein.
Os11g0264200	Cyclin_like F_box domain containing protein.
Os11g0264300	Similar_to_RWP_RK domain containing protein, expressed.
Os11g0264500	Hypothetical_conserved_gene.
Os11g0264600	Conserved_hypothetical_protein.
Os11g0264700	ApaG_domain_containing_protein.
Os11g0264700	Cyclin_like F_box domain containing protein.
Os11g0264900	Conserved_hypothetical_protein.
Os11g0264950	Hypothetical_protein.
Os11g0265000	Uridine_kinase_family_protein.
Os11g0265100	Hypothetical_protein.
Os11g0265200	Similar_to_F_box_containing protein 2.
Os11g0265400	Glucose/ribitol_dehydrogenase_family_protein.
Os11g0265500	Similar_to_ProFAR_isomerase_associated_family_protein,_expressed.
Os11g0265600	Similar_to_predicted_protein.
Os11g0265650	Hypothetical_protein.
Os11g0265800	Conserved_hypothetical_protein.
Os11g0265850	Conserved_hypothetical_protein.
Os11g0265900	Conserved_hypothetical_protein.
Os11g0265900	NB_ARC domain containing protein.
Os11g0266000	Protein_of_unknown_function_DUF1665_family_protein.
Os11g0266500	Similar_to_NB_ARC domain containing protein, expressed.
Os11g0266500	Conserved_hypothetical_protein.
Os11g0266800	Tetratricopeptide_like helical domain containing protein.
Os11g0267000	Regulator_of_the_Magnesium_chelatase subunit ChlH activity, Activation of the ChlH subunit of magnesium chelatase, Chlorophyll synthesis
Os11g0267000	GUN4_like domain containing protein.
Os11g0267100	Uncharacterised_protein_family_UPF0454_domain_containing_protein.
Os11g0267300	Similar_to_Endonuclease_III_homologue.
Os11g0267400	Similar_to_ClpC.
Os11g0268300	Similar_to_transferase_family_protein.
Os11g0269000	Similar_to_ATP_dependent clp protease.
Os11g0269100	Similar_to_50S_ribosomal_protein_L16,_chloroplastic.
Os11g0269500	Similar_to_HAT_family_dimerisation_domain_containing_protein.
Os11g0269700	Hypothetical_protein.
Os11g0269900	Hypothetical_conserved_gene.
Os11g0270000	Crotonase,_core_domain_containing_protein.
Os11g0270201	Conserved_hypothetical_protein.
Os11g0270500	NB_ARC domain containing protein.
Os11g0270700	Hypothetical_protein.
Os11g0270760	Conserved_hypothetical_protein.
Os11g0271000	Hypothetical_protein.
Os11g0271000	Conserved_hypothetical_protein.
Os11g0271100	Similar_to_Blast_and_wounding_induced_mitogen_activated protein kinase.
Os11g0271675	Hypothetical_protein.
Os11g0272300	Hypothetical_conserved_gene.
Os11g0272675	Similar_to_H0315A08.1_protein.
Os11g0272800	Similar_to_Ulp1_protease_family,_C_terminal catalytic domain containing protein, expressed.
Os11g0272900	Conserved_hypothetical_protein.
Os11g0274100	Similar_to_Protein_kinase_domain_containing_protein,_expressed.
Os11g0274166	Hypothetical_protein.
Os11g0274700	Hypothetical_conserved_gene.
Os11g0275000	Similar_to_Dienelactone_hydrolase_family.
Os11g0275200	Similar_to_Endo_1,3;1,4_beta_D_glucanase precursor (EC 3.2.1._).
Os11g0275400	Pentatricopeptide_repeat_domain_containing_protein.
Os11g0275500	Similar_to_Endo_1,3;1,4_beta_D_glucanase precursor (EC 3.2.1._).
Os11g0275800	Crotonase,_core_domain_containing_protein.
Os11g0275900	Conserved_hypothetical_protein.
Os11g0276000	Similar_to_Roothairless_1.
Os11g0276100	Conserved_hypothetical_protein.
Os11g0276300	Uncharacterised_protein_family,_carbohydrate_kinase_related domain containing protein.
Os11g0278300	Hypothetical_conserved_gene.
Os11g0278900	Conserved_hypothetical_protein.
Os11g0279750	Similar_to_Inhibitor_I_family_protein.
Os11g0280600	Hypothetical_protein.
Os11g0282300	Protein_of_unknown_function_DUF1685_domain_containing_protein.
Os11g0282600	Conserved_hypothetical_protein.
Os11g0282700	Homeodomain_like containing protein.
Os11g0282800	Similar_to_POT_family_protein,_expressed.
Os11g0282900	Hypothetical_protein.
Os11g0283500	TGF_beta receptor, type I/II extracellular region family protein.
Os11g0284032	Similar_to_POT_family_protein.
Os11g0284300	Similar_to_POT_family_protein.
Os11g0284600	Glucoamylase,_putatuve_domain_containing_protein.
Os11g0284900	Similar_to_Phospholipid_hydroperoxide_glutathione_peroxidase_(EC_1.11.1.9).
Os11g0285000	Similar_to_Beta_amyrin synthase.
Os11g0286400	Similar_to_Cycloartenol_synthase.
Os11g0286500	Conserved_hypothetical_protein.
Os11g0286500	Similar_to_cDNA_clone:J023069B08,_full_insert_sequence.
Os11g0286800	Squalene_cyclase_domain_containing_protein.
Os11g0286800	Similar_to_Cycloartenol_synthase.
Os11g0287000	Conserved_hypothetical_protein.
Os11g0287100	Similar_to_disulfide_oxidoreductase/_monooxygenase/_oxidoreductase.
Os11g0289700	Cytochrome_P450_family_protein.
Os11g0290600	Conserved_hypothetical_protein.
Os11g0291000	Similar_to_Beta_D_xylosidase.
Os11g0291201	Hypothetical_protein.
Os11g0291475	Hypothetical_protein.
Os11g0291500	Similar_to_Beta_D_xylosidase.
Os11g0291800	Hypothetical_protein.
Os11g0291900	Hypothetical_gene.
Os11g0292050	Similar_to_PHD_finger family protein, expressed.
Os11g0293300	Survival_motor_neuron_interacting_protein_1_family_protein.
Os11g0293800	Similar_to_ZCN17.
Os11g0293900	UBX_domain_containing_protein.
Os11g0293900	Similar_to_UBX_domain_containing_protein,_expressed.
Os11g0294300	Conserved_hypothetical_protein.
Os11g0294300	Hypothetical_conserved_gene.
Os11g0294400	Similar_to_WW_domain_containing_protein,_expressed.
Os11g0294400	Similar_to_WW_domain_containing_protein.
Os11g0294600	Zinc_finger,_RING/FYVE/PHD_type domain containing protein.
Os11g0294800	Similar_to_OSIGBa0147J19.10_protein.
Os11g0295000	Similar_to_histidine_triad_family_protein_/_HIT_family_protein.
Os11g0295900	Similar_to_ASGR_BBM_like1.
Os11g0296001	Hypothetical_gene.
Os11g0296500	Zinc_finger,_CCHC_retroviral_type domain containing protein.
Os11g0296800	Chromatin_SPT2_family_protein.
Os11g0296900	Similar_to_Cyclopropane_fatty_acyl_phospholipid synthase family protein, expressed.
Os11g0297000	Conserved_hypothetical_protein.
Os11g0297300	Similar_to_Beta_D_xylosidase.
Os11g0297400	Hypothetical_protein.
Os11g0297650	Conserved_hypothetical_protein.
Os11g0297800	Similar_to_Beta_D_xylosidase.
Os11g0297900	Similar_to_Txnl4b_protein.
Os11g0298000	Similar_to_amino_acid_transporter.
Os11g0298200	Hypothetical_gene.
Os11g0298400	Protein_of_unknown_function_DUF663_domain_containing_protein.
Os11g0298500	Similar_to_60S_ribosomal_protein_L7_like protein.
Os11g0298833	Hypothetical_protein.
Os11g0298866	Conserved_hypothetical_protein.
Os11g0299300	Lipase,_class_3_family_protein.
Os11g0300400	Similar_to_Catalytic/_hydrolase.
Os11g0300600	Leucine_rich repeat, N_terminal domain containing protein.
Os11g0300650	Similar_to_predicted_protein.
Os11g0300700	Similar_to_Protein_kinase_domain.
Os11g0300800	Hypothetical_conserved_gene.
Os11g0302500	Similar_to_cycloeucalenol_cycloisomerase.
Os11g0302700	RecA_bacterial_DNA_recombination_family_protein.
Os11g0302750	Hypothetical_protein.
Os11g0302800	Protein_of_unknown_function_DUF724_family_protein.
Os11g0302900	Similar_to_OSIGBa0136O08_OSIGBa0153H12.6 protein.
Os11g0303050	Similar_to_Argininosuccinate_synthase.
Os11g0303200	Hypothetical_protein.
Os11g0303300	Similar_to_O_methyltransferase.
Os11g0303400	Hypothetical_conserved_gene.
Os11g0303400	Similar_to_Small_GTP_binding protein OsRac2.
Os11g0303500	Nucleotide_binding, alpha_beta plait domain containing protein.
Os11g0303600	Similar_to_Herbicide_safener_binding_protein.
Os11g0303800	Hypothetical_protein.
Os11g0304050	Winged_helix_repressor_DNA_binding domain containing protein.
Os11g0305300	Hypothetical_gene.
Os11g0305400	Similar_to_O_methyltransferase family protein.
Os11g0306100	Conserved_hypothetical_protein.
Os11g0306300	Similar_to_Herbicide_safener_binding_protein.
Os11g0306400	Similar_to_Herbicide_safener_binding_protein.
Os11g0307300	Herbicide_safener_binding_protein.
Os11g0307400	Similar_to_H0315A08.1_protein.
Os11g0307500	Conserved_hypothetical_protein.
Os11g0307550	Conserved_hypothetical_protein.
Os11g0307600	Conserved_hypothetical_protein.
Os11g0307600	Similar_to_Hydroxyproline_rich glycoprotein DZ_HRGP precursor.
Os11g0307950	Conserved_hypothetical_protein.
Os11g0308100	Similar_to_Transposase_of_Tn10_[Oryza_sativa_(japonica_cultivar_group)].
Os11g0308432	Hypothetical_conserved_gene.
Os11g0308600	Conserved_hypothetical_protein.
Os11g0308800	Hypothetical_conserved_gene.
Os11g0309000	Synaptojanin,_N_terminal domain containing protein.
Os11g0309000	Similar_to_predicted_protein.
Os11g0309000	Synaptojanin,_N_terminal domain containing protein.
Os11g0310100	Hypothetical_conserved_gene.
Os11g0310800	DEAD_like helicase, N_terminal domain containing protein.
Os11g0311100	Similar_to_Pantothenate_kinase_family_protein.
Os11g0311300	Exoribonuclease_domain_containing_protein.
Os11g0311300	Similar_to_Exosome_complex_exonuclease_RRP43.
Os11g0311550	Similar_to_dolichol_phosphate_mannose biosynthesis regulatory protein_related.
Os11g0312220	Adenylate_kinase_B_(EC_2.7.4.3)_(ATP_AMP transphosphorylase).
Os11g0312340	Similar_to_predicted_protein.
Os11g0312400	Adenylate_kinase_B_(EC_2.7.4.3)_(ATP_AMP transphosphorylase).
Os11g0323860	Hypothetical_conserved_gene.
Os11g0329399	Hypothetical_gene.
Os11g0334938	Similar_to_Class_III_peroxidase_111.
Os11g0340477	Zinc_finger,_C2H2_type domain containing protein.
Os11g0346016	Similar_to_calmodulin_binding_protein.
Os11g0351555	Similar_to_A.thaliana_gene_induced_upon_wounding_stress.
Os11g0357094	Pentatricopeptide_repeat_domain_containing_protein.
Os11g0362633	Hypothetical_conserved_gene.
Os11g0368172	Peptidase_S8_and_S53,_subtilisin,_kexin,_sedolisin_domain_containing_protein.
Os11g0373711	Hypothetical_gene.
Os11g0379251	Similar_to_calmodulin_binding_protein.
Os11g0384789	Similar_to_Hydrolase.
Os11g0390328	Conserved_hypothetical_protein.
Os11g0393097	Similar_to_chlorophyll_a_b binding protein M9, chloroplastic precursor.
Os11g0406945	Similar_to_Phenazine_biosynthesis_like protein, expressed.
Os11g0412484	Hypothetical_conserved_gene.
Os11g0414000	eIF4_gamma/eIF5/eIF2_epsilon domain containing protein.
Os11g0414000	Similar_to_predicted_protein.
Os11g0415450	Hypothetical_conserved_gene.
Os11g0416900	ABC_transporter_like domain containing protein.
Os11g0417132	Conserved_hypothetical_protein.
Os11g0417266	Conserved_hypothetical_protein.
Os11g0417300	Hypothetical_gene.
Os11g0417300	Conserved_hypothetical_protein.
Os11g0417400	Protein_phosphatase_2C_domain_containing_protein.
Os11g0420200	Hypothetical_protein.
Os11g0421800	Conserved_hypothetical_protein.
Os11g0422000	Conserved_hypothetical_protein.
Os11g0422100	Hypothetical_protein.
Os11g0423200	Similar_to_HAT_family_dimerisation_domain_containing_protein.
Os11g0423800	Similar_to_Mitochondrial_carrier_protein,_expressed.
Os11g0424400	Conserved_hypothetical_protein.
Os11g0425100	Peptidase_C1A,_papain_family_protein.
Os11g0425100	Similar_to_Papain_like cysteine proteinase (Fragment).
Os11g0425300	Similar_to_predicted_protein.
Os11g0425300	Conserved_hypothetical_protein.
Os11g0425450	Conserved_hypothetical_protein.
Os11g0425600	Four_F5_protein_family_protein.
Os11g0425800	Similar_to_60S_ribosomal_protein_L13a.
Os11g0426400	Cupredoxin_domain_containing_protein.
Os11g0426850	Similar_to_Zinc_knuckle_family_protein.
Os11g0427401	Conserved_hypothetical_protein.
Os11g0427500	Hypothetical_conserved_gene.
Os11g0427500	Similar_to_H0418A01.5_protein.
Os11g0427601	Hypothetical_conserved_gene.
Os11g0427700	Xanthine/uracil/vitamin_C_permease_family_protein.
Os11g0427800	Similar_to_Lipid_transfer_protein_LPT_III.
Os11g0428150	Hypothetical_protein.
Os11g0428500	Conserved_hypothetical_protein.
Os11g0428700	Similar_to_predicted_protein.
Os11g0428800	Cupredoxin_domain_containing_protein.
Os11g0429000	Conserved_hypothetical_protein.
Os11g0429100	Hypothetical_conserved_gene.
Os11g0429200	Hypothetical_gene.
Os11g0429433	Hypothetical_gene.
Os11g0430000	Similar_to_serine_carboxypeptidase_1.
Os11g0430100	Hypothetical_conserved_gene.
Os11g0430600	Conserved_hypothetical_protein.
Os11g0431100	Similar_to_Serine_carboxypeptidase_family_protein.
Os11g0431400	Similar_to_Serine_carboxypeptidase.
Os11g0431700	Similar_to_Serine_carboxypeptidase.
Os11g0432301	Hypothetical_gene.
Os11g0432400	Similar_to_2_oxoglutarate/malate translocator.
Os11g0432600	Similar_to_Beta_keto acyl reductase (Fragment).
Os11g0432800	Similar_to_OSIGBa0153E02_OSIGBa0093I20.13 protein.
Os11g0432900	Peptidase_S10,_serine_carboxypeptidase_family_protein.
Os11g0432900	Similar_to_Serine_carboxypeptidase.
Os11g0433101	Pentatricopeptide_repeat_domain_containing_protein.
Os11g0433200	Protease_associated domain, PA domain containing protein.
Os11g0433200	Similar_to_predicted_protein.
Os11g0433500	Similar_to_Protein_transport_protein_Sec23A_(SEC23_related protein A).
Os11g0433600	Tetratricopeptide_like helical domain containing protein.
Os11g0433800	Protein_of_unknown_function_DUF635_family_protein.
Os11g0433900	Similar_to_60S_ribosomal_protein_L38.
Os11g0434000	HAD_superfamily phosphatase, subfamily IIIC domain containing protein.
Os11g0434400	Ankyrin_repeat_domain_containing_protein.
Os11g0434800	Conserved_hypothetical_protein.
Os11g0434850	Ankyrin_repeat_domain_containing_protein.
Os11g0435100	Ankyrin_repeat_domain_containing_protein.
Os11g0435300	Ankyrin_repeat_domain_containing_protein.
Os11g0435301	Hypothetical_genes.
Os11g0435400	Conserved_hypothetical_protein.
Os11g0435500	Similar_to_alkaline_alpha_galactosidase_3.
Os11g0435800	Ankyrin_repeat_domain_containing_protein.
Os11g0436450	Conserved_hypothetical_protein.
Os11g0436500	Protein_of_unknown_function_DUF295_domain_containing_protein.
Os11g0437600	Protein_of_unknown_function_DUF506,_plant_family_protein.
Os11g0437800	2OG_Fe(II) oxygenase domain containing protein.
Os11g0438000	Hypothetical_conserved_gene.
Os11g0438000	Similar_to_Short_chain_alcohol_dehydrogenase_like.
Os11g0438400	Hypothetical_conserved_gene.
Os11g0438600	Hypothetical_conserved_gene.
Os11g0438700	Similar_to_Tropinone_reductase_I (EC 1.1.1.206) (TR_I) (Tropine dehydrogenase).
Os11g0438700	Hypothetical_conserved_gene.
Os11g0439100	Similar_to_OSIGBa0135A16.7_protein.
Os11g0439300	Hypothetical_protein.
Os11g0439600	Similar_to_Nod_factor_binding_lectin_nucleotide phosphohydrolase.
Os11g0440200	Similar_to_GDA1/CD39_family_protein,_expressed.
Os11g0440422	Calmodulin_binding protein, plant domain containing protein.
Os11g0441500	UDP_glucuronosyl/UDP_glucosyltransferase family protein.
Os11g0441900	Protein_kinase,_core_domain_containing_protein.
Os11g0442380	Hypothetical_gene.
Os11g0442500	Similar_to_BHLH_transcription_factor.
Os11g0442900	Zinc_finger,_C2H2_type domain containing protein.
Os11g0443700	Similar_to_Short_chain_alcohol_dehydrogenase_like.
Os11g0444000	Similar_to_UDP_glucosyltransferase BX8.
Os11g0444400	Conserved_hypothetical_protein.
Os11g0444700	Octicosapeptide/Phox/Bem1p_domain_containing_protein.
Os11g0444800	Conserved_hypothetical_protein.
Os11g0444900	Octicosapeptide/Phox/Bem1p_domain_containing_protein.
Os11g0445300	Protein_kinase,_core_domain_containing_protein.
Os11g0445475	Similar_to_harpin_induced protein.
Os11g0446000	Conserved_hypothetical_protein.
Os11g0446000	Nuclear_protein_homologous_to_the_regulatory_domain_of_the_R/B_like bHLH transcription factors, Regulation of jasmonate_induced gene expression and root cell elongation
Os11g0446500	Similar_to_Phospholipid_translocating P_type ATPase, flippase family protein, expressed.
Os11g0447300	GTP_binding protein, HSR1_related domain containing protein.
Os11g0448000	Protein_kinase,_catalytic_domain_domain_containing_protein.
Os11g0448400	RNA_polymerase_sigma_factor,_region_2_domain_containing_protein.
Os11g0448400	Similar_to_Sigma_70 region 3 family protein, expressed.
Os11g0448700	Conserved_hypothetical_protein.
Os11g0449600	Conserved_hypothetical_protein.
Os11g0450050	Conserved_hypothetical_protein.
Os11g0450400	Similar_to_Sulfotransferase_domain_containing_protein,_expressed.
Os11g0451051	Conserved_hypothetical_protein.
Os11g0451700	Similar_to_Dehydrin_DHN1_(M3)_(RAB_17 protein).
Os11g0452400	Conserved_hypothetical_protein.
Os11g0453550	Conserved_hypothetical_protein.
